Label,pattern_size,pattern_energy
DSC_1024_RAB663v,76,623.280313722
DSC_1024_RAB663v,81,564.521843473
DSC_1024_RAB663v,86,520.889103615
DSC_1024_RAB663v,91,489.039107513
DSC_1024_RAB663v,96,465.828844478
DSC_1024_RAB663v,101,448.587785954
DSC_1024_RAB663v,106,435.228614586
DSC_1024_RAB663v,111,424.229575501
DSC_1024_RAB663v,116,414.546367828
DSC_1029_RAB664d,1,122.431750494
DSC_1029_RAB664d,6,433.277308309
DSC_1029_RAB664d,11,625.225369654
DSC_1029_RAB664d,16,796.617810788
DSC_1029_RAB664d,21,904.493633266
DSC_1029_RAB664d,26,948.386679721
DSC_1029_RAB664d,31,949.886287866
DSC_1029_RAB664d,36,928.106593899
DSC_1029_RAB664d,41,894.619295651
DSC_1029_RAB664d,46,855.095367491
DSC_1029_RAB664d,51,811.632233918
DSC_1029_RAB664d,56,764.862511079
DSC_1029_RAB664d,61,715.304080093
DSC_1029_RAB664d,66,663.824895599
DSC_1029_RAB664d,71,611.576196479
DSC_1029_RAB664d,76,559.775479335
DSC_1029_RAB664d,81,509.528300195
DSC_1029_RAB664d,86,461.731462362
DSC_1029_RAB664d,91,417.042049160
DSC_1029_RAB664d,96,375.887765134
DSC_1029_RAB664d,101,338.498481587
DSC_1029_RAB664d,106,304.945310585
DSC_1029_RAB664d,111,275.178463559
DSC_1029_RAB664d,116,249.059192052
DSC_1031_RAB664v,1,292.682168315
DSC_1031_RAB664v,6,1008.869389149
DSC_1031_RAB664v,11,1109.494261333
DSC_1031_RAB664v,16,1255.211460893
DSC_1031_RAB664v,21,1247.655551069
DSC_1031_RAB664v,26,1160.663524726
DSC_1031_RAB664v,31,1070.761824483
DSC_1031_RAB664v,36,1000.233928841
DSC_1031_RAB664v,41,944.837120053
DSC_1031_RAB664v,46,897.096745489
DSC_1031_RAB664v,51,852.673601352
DSC_1031_RAB664v,56,809.849830022
DSC_1031_RAB664v,61,768.217697645
DSC_1031_RAB664v,66,727.896324066
DSC_1031_RAB664v,71,689.177567823
DSC_1031_RAB664v,76,652.381709573
DSC_1031_RAB664v,81,617.795917771
DSC_1031_RAB664v,86,585.644513656
DSC_1031_RAB664v,91,556.074162659
DSC_1031_RAB664v,96,529.149168996
DSC_1031_RAB664v,101,504.854840437
DSC_1031_RAB664v,106,483.107931642
DSC_1031_RAB664v,111,463.769767852
DSC_1031_RAB664v,116,446.662078410
DSC_1035_RAB665v,1,216.547880374
DSC_1035_RAB665v,6,773.646861724
DSC_1035_RAB665v,11,859.887008504
DSC_1035_RAB665v,16,1052.841777404
DSC_1035_RAB665v,21,1230.650921914
DSC_1035_RAB665v,26,1372.828151855
DSC_1035_RAB665v,31,1463.176644526
DSC_1035_RAB665v,36,1496.618369795
DSC_1035_RAB665v,41,1479.834660864
DSC_1035_RAB665v,46,1424.680902849
DSC_1035_RAB665v,51,1343.644397703
DSC_1035_RAB665v,56,1247.694463269
DSC_1035_RAB665v,61,1145.513126140
DSC_1035_RAB665v,66,1043.450202547
DSC_1035_RAB665v,71,945.821211344
DSC_1035_RAB665v,76,855.325120643
DSC_1035_RAB665v,81,773.458870119
DSC_1035_RAB665v,86,700.870346626
DSC_1035_RAB665v,91,637.626833746
DSC_1035_RAB665v,96,583.401439424
DSC_1035_RAB665v,101,537.593301682
DSC_1035_RAB665v,106,499.406554938
DSC_1035_RAB665v,111,467.911697273
DSC_1035_RAB665v,116,442.105492485
DSC_1036_RAB665d,1,140.513751584
DSC_1036_RAB665d,6,328.548654484
DSC_1036_RAB665d,11,221.581294365
DSC_1036_RAB665d,16,264.079709310
DSC_1036_RAB665d,21,303.251412705
DSC_1036_RAB665d,26,329.281426024
DSC_1036_RAB665d,31,342.652640400
DSC_1036_RAB665d,36,345.753527724
DSC_1036_RAB665d,41,340.996624563
DSC_1036_RAB665d,46,330.385225542
DSC_1036_RAB665d,51,315.636101730
DSC_1036_RAB665d,56,298.290505195
DSC_1036_RAB665d,61,279.696095902
DSC_1036_RAB665d,66,260.944010089
DSC_1036_RAB665d,71,242.831699826
DSC_1036_RAB665d,76,225.869726090
DSC_1036_RAB665d,81,210.322476391
DSC_1036_RAB665d,86,196.265955417
DSC_1036_RAB665d,91,183.648840113
DSC_1036_RAB665d,96,172.347059371
DSC_1036_RAB665d,101,162.206249937
DSC_1036_RAB665d,106,153.070808852
DSC_1036_RAB665d,111,144.800588884
DSC_1036_RAB665d,116,137.278237945
DSC_1040_RAB672d,1,233.007804727
